No de factura;Fecha de factura;ID Cliente;Pai­s;Cantidad;Monto
567804;9/22/2021;17920;United Kingdom;120;227
559905;7/13/2021;15311;United Kingdom;113;153
556447;06/10/2021;15632;United Kingdom;144;314
536838;12/02/2020;14865;United Kingdom;96;37
559921;7/13/2021;13667;United Kingdom;154;305
564224;8/24/2021;15249;United Kingdom;242;331
553751;5/19/2021;15630;United Kingdom;280;397
554126;5/23/2021;12431;Australia;231;472
561366;7/26/2021;15152;United Kingdom;166;311
543292;02/07/2021;14534;United Kingdom;166;295
552259;05/08/2021;15796;United Kingdom;92;253
573584;10/31/2021;16705;United Kingdom;628;1977
566875;9/15/2021;17669;United Kingdom;398;762
538368;12/12/2020;15503;United Kingdom;74;147
539302;12/16/2020;15392;United Kingdom;-12;-20
568094;9/23/2021;15807;United Kingdom;380;636
565444;09/04/2021;17894;United Kingdom;34;129
544344;2/18/2021;;United Kingdom;51;0
542637;1/31/2021;14688;United Kingdom;-6;-18
570404;10/10/2021;16395;United Kingdom;276;215
580894;12/06/2021;13408;United Kingdom;188;417
542990;02/02/2021;13468;United Kingdom;44;141
580726;12/05/2021;14096;United Kingdom;-1;-1100
569888;10/06/2021;13049;United Kingdom;190;503
575169;11/08/2021;14367;United Kingdom;287;598
562911;08/10/2021;13384;United Kingdom;-5;-19
579153;11/28/2021;12660;France;127;245
568403;9/27/2021;;United Kingdom;-3;0
549787;04/12/2021;13268;United Kingdom;163;180
538087;12/09/2020;17339;United Kingdom;16;60
545661;03/04/2021;15358;United Kingdom;739;830
573885;11/01/2021;;United Kingdom;40;0
542060;1/25/2021;14680;United Kingdom;-14;-55
575956;11/13/2021;14487;United Kingdom;91;152
567937;9/22/2021;14147;United Kingdom;68;301
548158;3/29/2021;15906;United Kingdom;92;342
546526;3/14/2021;15061;United Kingdom;120;285
542719;1/31/2021;17619;United Kingdom;127;219
542882;02/01/2021;;United Kingdom;-40;0
545693;03/06/2021;16422;United Kingdom;746;797
552670;05/10/2021;;United Kingdom;92;655
552288;05/08/2021;13313;United Kingdom;160;302
558244;6/27/2021;;United Kingdom;-2;0
580377;12/02/2021;;United Kingdom;-29;0
566738;9/14/2021;14110;United Kingdom;110;383
580599;12/05/2021;12925;United Kingdom;283;326
544495;2/21/2021;12766;Portugal;454;974
568672;9/28/2021;15348;United Kingdom;84;158
578012;11/22/2021;14768;United Kingdom;12;59
539856;12/22/2020;;United Kingdom;134;1298
567141;9/16/2021;17370;United Kingdom;192;108
569896;10/06/2021;;United Kingdom;73;175
579682;11/30/2021;;United Kingdom;-145;0
574889;11/07/2021;16353;United Kingdom;63;213
568898;9/29/2021;13354;United Kingdom;604;744
571111;10/13/2021;14976;United Kingdom;1;15
577985;11/22/2021;15116;United Kingdom;117;150
548172;3/29/2021;15738;United Kingdom;253;328
559420;07/08/2021;17663;United Kingdom;80;226
568330;9/26/2021;16468;United Kingdom;31;75
575502;11/10/2021;16700;United Kingdom;264;369
576199;11/14/2021;12610;Italy;-8;-30
541863;1/23/2021;13798;United Kingdom;-44;-79
553511;5/17/2021;;United Kingdom;-1;-87
576782;11/16/2021;17500;United Kingdom;4;340
557884;6/23/2021;17759;United Kingdom;72;145
580694;12/05/2021;16600;United Kingdom;283;240
547944;3/28/2021;12971;United Kingdom;49;107
571734;10/19/2021;17148;United Kingdom;82;125
549119;04/06/2021;14220;United Kingdom;138;319
557469;6/20/2021;12904;United Kingdom;165;245
557149;6/17/2021;17961;United Kingdom;19;13
550317;4/17/2021;15172;United Kingdom;194;346
548384;3/30/2021;;United Kingdom;13;28
578247;11/23/2021;14581;United Kingdom;217;139
550207;4/15/2021;;United Kingdom;74;536
571656;10/18/2021;16393;United Kingdom;142;354
539395;12/17/2020;12471;Germany;444;1484
573763;11/01/2021;17139;United Kingdom;288;640
548888;04/04/2021;;United Kingdom;-14;0
537458;12/07/2020;17091;United Kingdom;101;293
561774;7/29/2021;16729;United Kingdom;204;326
562353;08/04/2021;16180;United Kingdom;1312;2317
579284;11/29/2021;15061;United Kingdom;1619;3337
570264;10/10/2021;;United Kingdom;-22;0
576381;11/15/2021;12839;United Kingdom;380;508
545677;03/06/2021;14543;United Kingdom;-26;-259
544208;2/17/2021;;United Kingdom;64;480
580642;12/05/2021;13311;United Kingdom;34;108
575415;11/09/2021;16168;United Kingdom;50;208
568088;9/23/2021;;United Kingdom;-49;0
563107;08/12/2021;12709;Germany;-15;-36
542515;1/28/2021;;United Kingdom;1;0
549669;04/11/2021;13113;United Kingdom;3;3
578512;11/24/2021;15187;United Kingdom;232;436
567962;9/23/2021;15838;United Kingdom;1768;3187
541280;1/17/2021;15296;United Kingdom;679;1199
563441;8/16/2021;13140;United Kingdom;53;150
573895;11/01/2021;15423;United Kingdom;101;44
560858;7/21/2021;14403;United Kingdom;100;296
579266;11/29/2021;15621;United Kingdom;-24;-79
556646;6/13/2021;18221;United Kingdom;-2;-8
541436;1/18/2021;15291;United Kingdom;76;315
578004;11/22/2021;17155;United Kingdom;88;108
576233;11/14/2021;;Hong Kong;-1;-326
550797;4/20/2021;12901;United Kingdom;88;55
581009;12/07/2021;16971;United Kingdom;-1;-125
574275;11/03/2021;12352;Norway;127;312
569456;10/04/2021;17675;United Kingdom;-4;-40
537758;12/08/2020;16122;United Kingdom;118;106
571278;10/16/2021;14780;United Kingdom;100;115
563038;08/11/2021;16656;United Kingdom;846;941
552804;05/11/2021;15615;United Kingdom;159;397
581015;12/07/2021;13949;United Kingdom;673;518
541815;1/21/2021;18037;United Kingdom;3;8
552033;05/05/2021;14776;United Kingdom;236;215
570491;10/10/2021;14395;United Kingdom;156;311
549592;04/11/2021;14311;United Kingdom;146;310
575356;11/09/2021;13882;United Kingdom;10;50
559799;07/12/2021;;United Kingdom;13;88
543000;02/02/2021;;United Kingdom;143;1047
550218;4/15/2021;14408;United Kingdom;190;355
546150;03/09/2021;;United Kingdom;-140;0
572118;10/20/2021;18228;United Kingdom;-2;-11
578118;11/23/2021;12955;United Kingdom;620;842
570692;10/11/2021;13359;United Kingdom;-2;-8
554009;5/20/2021;12935;United Kingdom;303;435
564059;8/22/2021;15796;United Kingdom;116;326
579106;11/28/2021;16705;United Kingdom;424;1080
540465;01/07/2021;17707;United Kingdom;78;84
560695;7/20/2021;14101;United Kingdom;556;785
539267;12/16/2020;13534;United Kingdom;130;254
538501;12/12/2020;13715;United Kingdom;2;12
549318;04/08/2021;13911;United Kingdom;105;248
552961;05/12/2021;15489;United Kingdom;220;348
573380;10/30/2021;14572;United Kingdom;223;608
541983;1/24/2021;15797;United Kingdom;1;15
539278;12/16/2020;18269;United Kingdom;-6;-30
576901;11/17/2021;16929;United Kingdom;119;208
550924;4/21/2021;12664;Finland;153;642
571855;10/19/2021;17462;United Kingdom;-3;-13
557973;6/24/2021;12955;United Kingdom;204;294
577149;11/18/2021;17034;United Kingdom;-4;-11
571039;10/13/2021;16121;United Kingdom;444;579
578518;11/24/2021;14606;United Kingdom;73;111
559742;07/12/2021;14267;United Kingdom;-54;-204
566267;09/11/2021;12647;Germany;196;356
572964;10/27/2021;12630;Finland;284;702
538711;12/14/2020;15468;United Kingdom;-1;-1
555819;06/07/2021;15073;United Kingdom;214;431
560883;7/21/2021;13694;United Kingdom;793;453
550442;4/18/2021;16550;United Kingdom;-4;-6
572504;10/24/2021;15786;United Kingdom;34;84
545849;03/07/2021;16598;United Kingdom;-3;-4
560595;7/19/2021;16656;United Kingdom;868;814
560930;7/22/2021;15829;United Kingdom;420;325
555832;06/07/2021;15969;United Kingdom;44;309
552729;05/11/2021;13089;United Kingdom;24;40
558107;6/26/2021;17811;United Kingdom;75;125
568155;9/25/2021;17006;United Kingdom;100;281
576374;11/15/2021;13777;United Kingdom;3154;6261
537843;12/08/2020;15713;United Kingdom;59;171
548680;04/01/2021;;United Kingdom;-18;0
547859;3/27/2021;13725;United Kingdom;-5;-10
576769;11/16/2021;13575;United Kingdom;67;107
561128;7/25/2021;16249;United Kingdom;197;332
544777;2/23/2021;15311;United Kingdom;553;727
538085;12/09/2020;16350;United Kingdom;-3;-16
553491;5/17/2021;15624;United Kingdom;66;128
575217;11/09/2021;14794;United Kingdom;50;147
554022;5/20/2021;;United Kingdom;10;0
550974;4/21/2021;13862;United Kingdom;126;173
538714;12/14/2020;14524;United Kingdom;137;275
578953;11/27/2021;13546;United Kingdom;144;209
572675;10/25/2021;17917;United Kingdom;56;111
561478;7/27/2021;;United Kingdom;-2;0
542422;1/27/2021;14702;United Kingdom;59;181
539423;12/17/2020;15811;United Kingdom;33;149
568725;9/28/2021;;United Kingdom;-209;0
554792;5/26/2021;12547;Spain;25;48
571042;10/13/2021;;United Kingdom;48;0
554380;5/24/2021;16709;United Kingdom;104;580
576612;11/15/2021;17357;United Kingdom;2;6
540473;01/07/2021;17284;United Kingdom;571;716
573128;10/27/2021;13538;United Kingdom;38;290
553406;5/17/2021;14952;United Kingdom;50;78
542931;02/02/2021;15589;United Kingdom;125;185
539756;12/21/2020;;United Kingdom;-1;-5
537414;12/06/2020;16861;United Kingdom;-7;-22
556446;06/10/2021;15098;United Kingdom;1;650
551507;4/28/2021;18272;United Kingdom;276;341
539473;12/19/2020;14911;EIRE;155;411
572472;10/24/2021;14139;United Kingdom;510;416
568340;9/26/2021;13866;United Kingdom;57;146
538839;12/14/2020;14606;United Kingdom;109;306
579506;11/29/2021;15089;United Kingdom;119;138
554008;5/20/2021;17455;United Kingdom;66;132
570796;10/12/2021;16241;United Kingdom;86;110
568324;9/26/2021;16778;United Kingdom;128;153
542794;02/01/2021;;United Kingdom;141;669
546772;3/16/2021;15030;United Kingdom;156;153
545154;2/28/2021;12921;United Kingdom;206;426
578133;11/23/2021;14205;United Kingdom;78;244
540835;01/11/2021;12724;France;115;155
537809;12/08/2020;14217;United Kingdom;26;118
556017;06/08/2021;15382;United Kingdom;406;513
566242;09/11/2021;15502;United Kingdom;52;161
538094;12/09/2020;13117;United Kingdom;85;186
576984;11/17/2021;14332;United Kingdom;191;281
561673;7/28/2021;;United Kingdom;107;0
581322;12/08/2021;18223;United Kingdom;-2;-4
564331;8/24/2021;12569;Germany;-1;-18
546391;03/11/2021;17800;United Kingdom;69;104
580695;12/05/2021;13230;United Kingdom;228;397
548555;04/01/2021;13758;United Kingdom;108;317
536525;12/01/2020;14078;United Kingdom;29;136
550195;4/15/2021;14796;United Kingdom;-3;-7
552962;05/12/2021;14364;United Kingdom;371;719
558233;6/27/2021;18073;United Kingdom;263;339
569104;9/30/2021;15287;United Kingdom;176;341
548994;04/05/2021;;United Kingdom;32;112
553585;5/18/2021;15301;United Kingdom;311;307
569696;10/05/2021;16843;United Kingdom;4;16
538348;12/10/2020;;United Kingdom;30;0
539663;12/21/2020;17961;United Kingdom;79;397
538155;12/09/2020;16907;United Kingdom;68;182
538356;12/10/2020;14062;United Kingdom;712;967
542394;1/27/2021;;United Kingdom;65;0
564038;8/22/2021;16555;United Kingdom;90;152
536812;12/02/2020;16546;United Kingdom;-852;-883
560584;7/19/2021;13827;United Kingdom;32;113
549020;04/05/2021;13525;United Kingdom;208;283
576231;11/14/2021;14868;United Kingdom;-6;-14
553725;5/18/2021;17047;United Kingdom;145;310
566873;9/15/2021;12682;France;164;240
555109;5/31/2021;16023;United Kingdom;175;323
563451;8/16/2021;18241;United Kingdom;42;105
563740;8/19/2021;17747;United Kingdom;12;71
573148;10/27/2021;15469;United Kingdom;-1;-20
566482;9/13/2021;16609;United Kingdom;624;1320
552263;05/08/2021;15561;United Kingdom;51;266
545332;03/01/2021;12352;Norway;3;840
569682;10/05/2021;15351;United Kingdom;-10;-51
561599;7/28/2021;12853;United Kingdom;6;48
561519;7/27/2021;17870;United Kingdom;89;84
544775;2/23/2021;14211;United Kingdom;-4;-3
540008;01/04/2021;;United Kingdom;-48;0
540526;01/09/2021;14606;United Kingdom;154;229
580381;12/02/2021;;United Kingdom;-9;0
576554;11/15/2021;13066;United Kingdom;186;319
572659;10/25/2021;14527;United Kingdom;-1;-80
542892;02/01/2021;13784;United Kingdom;432;156
580676;12/05/2021;17817;United Kingdom;41;118
580639;12/05/2021;17254;United Kingdom;101;102
542859;02/01/2021;13606;United Kingdom;114;70
541110;1/13/2021;15916;United Kingdom;201;343
547644;3/24/2021;14267;United Kingdom;140;418
545071;2/27/2021;15996;United Kingdom;120;222
542388;1/27/2021;14239;United Kingdom;48;160
543675;02/11/2021;16013;United Kingdom;150;383
539271;12/16/2020;14639;United Kingdom;-1;-11
570962;10/13/2021;17509;United Kingdom;-1;-1
578705;11/25/2021;12531;Germany;45;125
551694;05/03/2021;;United Kingdom;2;0
579712;11/30/2021;15467;United Kingdom;75;122
556925;6/15/2021;16013;United Kingdom;-420;-1155
576608;11/15/2021;17381;United Kingdom;1152;595
580519;12/04/2021;;United Kingdom;938;4171
558126;6/27/2021;15482;United Kingdom;251;666
549682;04/11/2021;12596;Spain;156;270
562108;08/02/2021;17809;United Kingdom;89;116
547229;3/21/2021;17213;United Kingdom;-2;-6
555384;06/02/2021;13534;United Kingdom;-5;-13
561027;7/24/2021;13802;United Kingdom;778;1468
576238;11/14/2021;17769;United Kingdom;3;6
537435;12/06/2020;17920;United Kingdom;82;222
551840;05/04/2021;15144;United Kingdom;302;1031
571693;10/18/2021;14776;United Kingdom;440;330
546865;3/17/2021;14226;United Kingdom;-5;-22
557390;6/20/2021;;United Kingdom;-4;0
536632;12/02/2020;14388;United Kingdom;170;313
578317;11/23/2021;15398;United Kingdom;394;711
538875;12/14/2020;13756;United Kingdom;106;308
536520;12/01/2020;14729;United Kingdom;197;313
537144;12/05/2020;15880;United Kingdom;211;343
545858;03/07/2021;;United Kingdom;6;24
565367;09/02/2021;17091;United Kingdom;12;7
562139;08/03/2021;12921;United Kingdom;-7;-15
563076;08/11/2021;14646;Netherlands;14730;19151
536745;12/02/2020;17235;United Kingdom;126;342
544117;2/16/2021;12727;France;-1;-18
572750;10/25/2021;14395;United Kingdom;-1;-10
566174;09/09/2021;16309;United Kingdom;-2;-20
541566;1/19/2021;17722;United Kingdom;808;833
575135;11/08/2021;13928;United Kingdom;24;131
560579;7/19/2021;15867;United Kingdom;241;566
570007;10/07/2021;12519;Germany;183;341
539604;12/20/2020;16353;United Kingdom;24;102
545127;2/28/2021;;United Kingdom;-50;0
575269;11/09/2021;17865;United Kingdom;730;1131
566008;09/08/2021;16426;United Kingdom;91;154
542378;1/27/2021;;United Kingdom;192;0
558122;6/27/2021;16570;United Kingdom;256;348
581113;12/07/2021;14534;United Kingdom;83;131
571011;10/13/2021;;United Kingdom;-207;0
546751;3/16/2021;13668;United Kingdom;167;312
567482;9/20/2021;16464;United Kingdom;375;613
578063;11/22/2021;16929;United Kingdom;132;236
553855;5/19/2021;15854;United Kingdom;78;311
571189;10/14/2021;13213;United Kingdom;882;557
560873;7/21/2021;13881;United Kingdom;309;563
542536;1/28/2021;;United Kingdom;332;1264
546742;3/16/2021;12849;United Kingdom;514;705
574161;11/03/2021;17816;United Kingdom;3;6
580111;12/01/2021;12950;United Kingdom;716;1171
568646;9/28/2021;13430;United Kingdom;-7;-16
564142;8/23/2021;12477;Germany;-3;-5
550636;4/19/2021;;United Kingdom;421;1098
540032;01/04/2021;13397;United Kingdom;88;300
561867;7/31/2021;16931;United Kingdom;85;116
578681;11/25/2021;13579;United Kingdom;130;302
545825;03/07/2021;12839;United Kingdom;-2;-3
578627;11/24/2021;14709;United Kingdom;150;312
543352;02/07/2021;15577;United Kingdom;7;30
546242;03/10/2021;16743;United Kingdom;306;361
562457;08/05/2021;18079;United Kingdom;1232;593
566049;09/08/2021;15730;United Kingdom;175;310
561877;7/31/2021;16401;United Kingdom;485;484
566846;9/15/2021;14911;EIRE;85;325
579269;11/29/2021;14601;United Kingdom;168;214
557247;6/17/2021;12731;France;514;1360
546167;03/10/2021;15611;United Kingdom;-2;-16
547937;3/28/2021;15068;United Kingdom;130;240
575847;11/11/2021;18209;United Kingdom;58;139
578996;11/27/2021;13991;United Kingdom;173;168
543369;02/07/2021;16255;United Kingdom;92;219
570288;10/10/2021;16960;United Kingdom;133;157
578073;11/22/2021;18139;United Kingdom;-72;-32
538804;12/14/2020;13769;United Kingdom;-2;-2
565072;8/31/2021;;United Kingdom;-210;0
551262;4/27/2021;14527;United Kingdom;55;118
567643;9/21/2021;12409;Switzerland;-1;-4
543639;02/10/2021;16725;United Kingdom;60;101
557121;6/16/2021;14062;United Kingdom;160;360
571561;10/18/2021;14015;United Kingdom;378;917
545847;03/07/2021;15903;United Kingdom;-1;0
546082;03/09/2021;12971;United Kingdom;612;221
537882;12/09/2020;15079;United Kingdom;45;142
545289;03/01/2021;14732;United Kingdom;242;471
557800;6/23/2021;12748;United Kingdom;1;8
544417;2/18/2021;17512;United Kingdom;-1;-5
575222;11/09/2021;16880;United Kingdom;146;410
555497;06/03/2021;16659;United Kingdom;72;39
564052;8/22/2021;15033;United Kingdom;120;247
547040;3/20/2021;15938;United Kingdom;42;63
545235;03/01/2021;12683;France;247;352
572463;10/24/2021;17652;United Kingdom;-7;-76
556269;06/09/2021;13456;United Kingdom;-9;-29
564642;8/26/2021;13527;United Kingdom;808;336
565723;09/06/2021;14408;United Kingdom;158;302
543277;02/06/2021;15808;United Kingdom;247;751
551461;4/28/2021;;United Kingdom;-3;0
566863;9/15/2021;13018;United Kingdom;18;72
569252;10/03/2021;14333;United Kingdom;58;415
553421;5/17/2021;16139;United Kingdom;84;140
559603;07/11/2021;;United Kingdom;1;0
557573;6/21/2021;15061;United Kingdom;96;69
551291;4/27/2021;14298;United Kingdom;3103;1503
562687;08/08/2021;15157;United Kingdom;-78;-36
566316;09/12/2021;;United Kingdom;682;0
539978;12/23/2020;13165;United Kingdom;496;355
539867;12/23/2020;13922;United Kingdom;93;172
547050;3/20/2021;17795;United Kingdom;191;163
538160;12/09/2020;;United Kingdom;288;0
540463;01/07/2021;12489;France;105;335
567853;9/22/2021;15484;United Kingdom;1478;1637
577754;11/21/2021;18139;United Kingdom;1524;2675
558370;6/28/2021;17750;United Kingdom;491;323
560691;7/20/2021;13136;United Kingdom;335;533
550997;4/26/2021;17735;United Kingdom;351;488
564840;8/30/2021;;United Kingdom;415;1448
554006;5/20/2021;13418;United Kingdom;-36;-244
572544;10/24/2021;16023;United Kingdom;131;219
555920;06/07/2021;18102;United Kingdom;2274;11000
553062;5/13/2021;13629;United Kingdom;450;821
548609;04/01/2021;15589;United Kingdom;-1;-22
559133;07/06/2021;17861;United Kingdom;582;704
569085;9/30/2021;17949;United Kingdom;1200;1272
559046;07/05/2021;14352;United Kingdom;14;55
541000;1/13/2021;;United Kingdom;-41;0
561239;7/26/2021;;EIRE;-6;-12
574869;11/07/2021;12708;Germany;140;281
549172;04/06/2021;;United Kingdom;-139;0
563186;08/12/2021;;United Kingdom;1;-11062
554340;5/23/2021;17017;United Kingdom;-19;-31
556828;6/15/2021;17284;United Kingdom;196;184
573877;11/01/2021;14432;United Kingdom;60;110
573901;11/01/2021;14191;United Kingdom;296;295
575194;11/09/2021;16767;United Kingdom;222;359
575214;11/09/2021;16751;United Kingdom;1031;1765
547388;3/22/2021;12352;Norway;-63;-120
576768;11/16/2021;13408;United Kingdom;460;1145
558385;6/29/2021;16525;United Kingdom;336;478
